A0A0G2JPB7	GO:0009897;GO:0009897
INPP5K	GO:0001726;GO:0001726;GO:0001726;GO:0005634;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005737;GO:0005783;GO:0005783;GO:0005783;GO:0005802;GO:0005802;GO:0005802;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0016020;GO:0032587;GO:0032587;GO:0032587;GO:0043005;GO:0043005;GO:0043005;GO:0048471;GO:0048471;GO:0048471
INPPL1	GO:0000922;GO:0000922;GO:0005634;GO:0005634;GO:0005794;GO:0005794;GO:0005829;GO:0005829;GO:0009925;GO:0009925;GO:0016607;GO:0016607;GO:0030027;GO:0030027;GO:0030175;GO:0030175
INS	GO:0000139;GO:0005576;GO:0005615;GO:0005788;GO:0005796;GO:0030133;GO:0031904;GO:0033116;GO:0034774
INS-IGF2	GO:0005615
INSC	GO:0005938;GO:0005886;GO:0032991;GO:0045179
INSIG1	GO:0005783;GO:0005789;GO:0032937
INSIG2	GO:0005783;GO:0005789;GO:0032937
INSL3	GO:0005576;GO:0005576;GO:0005576;GO:0048471;GO:0048471;GO:0048471;GO:0005615;GO:0005615;GO:0005615
INSL4	GO:0005615
INSL5	GO:0005575;GO:0005575;GO:0005576;GO:0005576
INSL6	GO:0005575;GO:0005575;GO:0005576;GO:0005576
INSM1	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0017053;GO:0017053
INSM2	GO:0005737;GO:0005737;GO:0005737;GO:0017053;GO:0017053;GO:0017053;GO:0005634;GO:0005634;GO:0005634
INSR	GO:0005635;GO:0031981;GO:0005764;GO:0005770;GO:0005886;GO:0005901;GO:0009897;GO:0010008;GO:0016020;GO:0032590;GO:0032809;GO:0070062;GO:0005899;GO:0043235;GO:0030424
INSRR	GO:0005886;GO:0005886;GO:0043235;GO:0043235;GO:0005899;GO:0005899;GO:0030424;GO:0030424
INSYN1	GO:0014069;GO:0014069
INSYN2A	GO:0014069;GO:0014069;GO:0014069;GO:0014069
INSYN2B	GO:0014069;GO:0014069;GO:0014069
INTS1	GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0016020;GO:0016020;GO:0016020;GO:0031965;GO:0031965;GO:0031965;GO:0032039;GO:0032039;GO:0032039
INTS10	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0032039;GO:0032039
INTS11	GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0032039;GO:0032039;GO:0032039;GO:0072562;GO:0072562;GO:0072562
INTS12	GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0032039;GO:0032039;GO:0032039
INTS13	GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0016604;GO:0016604;GO:0016604;GO:0016604;GO:0032039;GO:0032039;GO:0032039;GO:0032039;GO:0043231;GO:0043231;GO:0043231;GO:0043231
INTS14	GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0032039;GO:0032039;GO:0032039
INTS15	GO:0032039;GO:0032039
INTS2	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0016020;GO:0016020;GO:0031965;GO:0031965;GO:0032039;GO:0032039
INTS3	GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0032039;GO:0032039;GO:0032039;GO:0035861;GO:0035861;GO:0035861;GO:0070876;GO:0070876;GO:0070876
INTS4	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005730;GO:0005730;GO:0032039;GO:0032039
INTS5	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0031965;GO:0031965;GO:0032039;GO:0032039
INTS6	GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0015629;GO:0015629;GO:0015629;GO:0015629;GO:0032039;GO:0032039;GO:0032039;GO:0032039
INTS6L	GO:0032039;GO:0032039
INTS7	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005694;GO:0005694;GO:0005737;GO:0005737;GO:0016604;GO:0016604;GO:0032039;GO:0032039
INTS8	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0032039;GO:0032039
INTS9	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0032039;GO:0032039
INTU	GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005814;GO:0005814;GO:0005814;GO:0005814;GO:0005929;GO:0005929;GO:0005929;GO:0005929;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0031514;GO:0031514;GO:0031514;GO:0031514;GO:0035869;GO:0035869;GO:0035869;GO:0035869;GO:0036064;GO:0036064;GO:0036064;GO:0036064
INVS	GO:0005634;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005737;GO:0005819;GO:0005819;GO:0005819;GO:0005874;GO:0005874;GO:0005874;GO:0005929;GO:0005929;GO:0005929;GO:0016020;GO:0016020;GO:0016020;GO:0097543;GO:0097543;GO:0097543
IP6K1	GO:0001650;GO:0001650;GO:0001650;GO:0005654;GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0005829;GO:0005634;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005737
IP6K2	GO:0001650;GO:0001650;GO:0001650;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0030054;GO:0030054;GO:0030054;GO:0005737;GO:0005737;GO:0005737
IP6K3	GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005634;GO:0005634
IPCEF1	GO:0005737;GO:0005737;GO:0005886;GO:0005886
IPMK	GO:0005654;GO:0005654;GO:0005634;GO:0005634;GO:0005737;GO:0005737
IPO11	GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0005635;GO:0005635
IPO13	GO:0005634;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005737
IPO4	GO:0000785;GO:0000785;GO:0000785;GO:0016020;GO:0016020;GO:0016020;GO:0032991;GO:0032991;GO:0032991;GO:0005737;GO:0005737;GO:0005737;GO:0005634;GO:0005634;GO:0005634
IPO5	GO:0005634;GO:0005634;GO:0005634;GO:0005730;GO:0005730;GO:0005730;GO:0005737;GO:0005737;GO:0005737;GO:0016020;GO:0016020;GO:0016020;GO:0005643;GO:0005643;GO:0005643
IPO7	GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0005643;GO:0005643;GO:0005635;GO:0005635
IPO8	GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0005635;GO:0005635
IPO9	GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0005635;GO:0005635;GO:0005635;GO:0005635;GO:0005635;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005829
IPP	GO:0005737;GO:0005737;GO:0015629;GO:0015629
IPPK	GO:0005654;GO:0005654;GO:0005730;GO:0005730;GO:0005829;GO:0005829;GO:0005634;GO:0005634
IQCA1	GO:0005737;GO:0005737;GO:0005737;GO:0005856;GO:0005856;GO:0005856;GO:0031514;GO:0031514;GO:0031514
IQCB1	GO:0001750;GO:0001750;GO:0001750;GO:0001750;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005813;GO:0005813;GO:0005813;GO:0005813;GO:0005814;GO:0005814;GO:0005814;GO:0005814;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0015630;GO:0015630;GO:0015630;GO:0015630;GO:0032391;GO:0032391;GO:0032391;GO:0032391;GO:0045171;GO:0045171;GO:0045171;GO:0045171;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0072686;GO:0072686;GO:0072686;GO:0072686;GO:0005929;GO:0005929;GO:0005929;GO:0005929
IQCD	GO:0005737;GO:0005737;GO:0031514;GO:0031514;GO:0036064;GO:0036064
IQCE	GO:0005929;GO:0005929;GO:0060170;GO:0060170
IQCF1	GO:0001669
IQCG	GO:0002177;GO:0002177;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0031514;GO:0031514;GO:0036126;GO:0036126;GO:0070062;GO:0070062
IQCH	GO:0005575
IQCJ-SCHIP1	GO:0005737;GO:0043194;GO:0030054;GO:0005886
IQCN	GO:0005634;GO:0005634;GO:0005739;GO:0005739
IQGAP1	GO:0015629;GO:0015629;GO:0015630;GO:0015630;GO:0001726;GO:0001726;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005874;GO:0005874;GO:0005884;GO:0005884;GO:0005886;GO:0005886;GO:0005925;GO:0005925;GO:0016323;GO:0016323;GO:0016324;GO:0016324;GO:0016328;GO:0016328;GO:0030424;GO:0030424;GO:0030426;GO:0030426;GO:0030496;GO:0030496;GO:0030667;GO:0030667;GO:0030864;GO:0030864;GO:0031234;GO:0031234;GO:0036057;GO:0036057;GO:0036464;GO:0036464;GO:0043005;GO:0043005;GO:0070062;GO:0070062;GO:1990904;GO:1990904
IQGAP2	GO:0005737;GO:0005829;GO:0005886;GO:0005902;GO:0009986;GO:0015629;GO:0030027;GO:0030175;GO:0030667;GO:0070062
IQGAP3	GO:0005829;GO:0005911;GO:0016328;GO:0005737
IQSEC1	GO:0005730;GO:0005730;GO:0005730;GO:0005730;GO:0008021;GO:0008021;GO:0008021;GO:0008021;GO:0014069;GO:0014069;GO:0014069;GO:0014069;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0043231;GO:0043231;GO:0043231;GO:0043231
IQSEC2	GO:0098685;GO:0098685;GO:0005737;GO:0005737
IQSEC3	GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0014069;GO:0014069;GO:0045211;GO:0045211;GO:0060077;GO:0060077;GO:0098690;GO:0098690;GO:0098982;GO:0098982;GO:0099629;GO:0099629
IQUB	GO:0031514;GO:0001669
IRAG1	GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0016529;GO:0016529;GO:0016529;GO:0016529;GO:0031095;GO:0031095;GO:0031095;GO:0031095;GO:0048471;GO:0048471;GO:0048471;GO:0048471
IRAG2	GO:0000922;GO:0000922;GO:0000922;GO:0005635;GO:0005635;GO:0005635;GO:0005694;GO:0005694;GO:0005694;GO:0005789;GO:0005789;GO:0005789;GO:0005815;GO:0005815;GO:0005815;GO:0005886;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0016020;GO:0035577;GO:0035577;GO:0035577
IRAK1	GO:0005654;GO:0005654;GO:0005811;GO:0005811;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0010008;GO:0010008;GO:0032991;GO:0032991;GO:0005634;GO:0005634;GO:0005737;GO:0005737
IRAK1BP1	GO:0005634;GO:0005737
IRAK2	GO:0005829;GO:0005886;GO:0010008;GO:0005737;GO:0005634
IRAK3	GO:0005634;GO:0005737;GO:0005886
IRAK4	GO:0005615;GO:0005829;GO:0005886;GO:0010008;GO:0005737;GO:0005634
IREB2	GO:0005737;GO:0005829;GO:0005739
IRF1	GO:0000785;GO:0005634;GO:0005654;GO:0005737;GO:0005829
IRF2	GO:0005654;GO:0005829;GO:0005925;GO:0000785;GO:0005634
IRF2BP1	GO:0005634;GO:0005654
IRF2BP2	GO:0005634;GO:0005654;GO:0005737
IRF2BPL	GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005654
IRF3	GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0000785
IRF4	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0000785;GO:0000785;GO:0000786;GO:0000786
IRF5	GO:0005634;GO:0005737;GO:0005829;GO:0000785
IRF6	GO:0005654;GO:0005737;GO:0005829;GO:0030054;GO:0070062;GO:0000785;GO:0005634
IRF7	GO:0005654;GO:0005737;GO:0005829;GO:0010008;GO:0000785;GO:0005634
IRF8	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0000785;GO:0000785
IRF9	GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0070721;GO:0070721;GO:0000785;GO:0000785;GO:0005634;GO:0005634
IRGM	GO:0000139;GO:0000139;GO:0000139;GO:0000139;GO:0000421;GO:0000421;GO:0000421;GO:0000421;GO:0001891;GO:0001891;GO:0001891;GO:0001891;GO:0005739;GO:0005739;GO:0005739;GO:0005739;GO:0005794;GO:0005794;GO:0005794;GO:0005794;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0030670;GO:0030670;GO:0030670;GO:0030670;GO:0042995;GO:0042995;GO:0042995;GO:0042995;GO:0005789;GO:0005789;GO:0005789;GO:0005789
IRS1	GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005886;GO:0005901;GO:0043231;GO:0005899
IRS2	GO:0005829;GO:0005886;GO:0032991
IRS4	GO:0005886;GO:0005829
IRX1	GO:0000785;GO:0000785;GO:0005634;GO:0005634
IRX2	GO:0000785;GO:0000785;GO:0005634;GO:0005634
IRX2-DT	GO:0005576;GO:0005576;GO:0005576
IRX3	GO:0005737;GO:0005737;GO:0030424;GO:0030424;GO:0000785;GO:0000785;GO:0005634;GO:0005634
IRX4	GO:0000785;GO:0000785;GO:0005634;GO:0005634
IRX5	GO:0000785;GO:0000785;GO:0000785;GO:0005634;GO:0005634;GO:0005634
IRX6	GO:0000785;GO:0000785;GO:0000785;GO:0005634;GO:0005634;GO:0005634
ISCA1	GO:0005759;GO:0005759;GO:0005759;GO:0005739;GO:0005739;GO:0005739;GO:0005737;GO:0005737;GO:0005737
ISCA2	GO:0005759;GO:0005759;GO:0005739;GO:0005739
ISCU	GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005739;GO:0005739;GO:0005759;GO:0005759;GO:0005829;GO:0005829;GO:1990229;GO:1990229;GO:0099128;GO:0099128
ISG15	GO:0005576;GO:0005576;GO:0005576;GO:0005654;GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0005829;GO:0005634;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005737
ISG20	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005730;GO:0005730;GO:0005737;GO:0005737;GO:0015030;GO:0015030;GO:0016605;GO:0016605
ISG20L2	GO:0005730;GO:0005730;GO:0005730;GO:0005634;GO:0005634;GO:0005634
ISL1	GO:0005634;GO:0005737;GO:0000785;GO:0005667
ISL2	GO:0005634;GO:0000785
ISLR	GO:0005576;GO:0005576;GO:0031093;GO:0031093;GO:0070062;GO:0070062
ISLR2	GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0009986;GO:0009986
ISM1	GO:0005576;GO:0005576;GO:0005576
ISM2	GO:0005576;GO:0005576;GO:0005576;GO:0005576
ISOC1	GO:0005777;GO:0005777;GO:0005737;GO:0005737
ISOC2	GO:0005634;GO:0005737
IST1	GO:0000785;GO:0000785;GO:0005576;GO:0005576;GO:0005635;GO:0005635;GO:0005793;GO:0005793;GO:0005813;GO:0005813;GO:0005829;GO:0005829;GO:0030496;GO:0030496;GO:0035578;GO:0035578;GO:0043231;GO:0043231;GO:0070062;GO:0070062;GO:0090543;GO:0090543
ISX	GO:0005634;GO:0005634;GO:0000785;GO:0000785
ISY1	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0071006;GO:0071006;GO:0071013;GO:0071013;GO:0000974;GO:0000974;GO:0071020;GO:0071020;GO:0071014;GO:0071014
ISYNA1	GO:0005829;GO:0005829;GO:0005737;GO:0005737
ITCH	GO:0005769;GO:0005654;GO:0005829;GO:0005886;GO:0005938;GO:0016020;GO:0031410;GO:0031901;GO:0043231;GO:0070062;GO:0032991;GO:0005737
ITFG1	GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0005886;GO:0005886;GO:0005886;GO:0005886
ITFG2	GO:0005654;GO:0005765;GO:0005829;GO:0140007
ITGA1	GO:0001669;GO:0005886;GO:0005925;GO:0009986;GO:0016020;GO:0043005;GO:0043204;GO:0045121;GO:0045178;GO:0070062;GO:0008305;GO:0034665;GO:0009897
ITGA10	GO:0005886;GO:0005886;GO:0034680;GO:0034680;GO:0009897;GO:0009897;GO:0008305;GO:0008305
ITGA11	GO:0005886;GO:0005886;GO:0005925;GO:0005925;GO:0016020;GO:0016020;GO:0034681;GO:0034681;GO:0008305;GO:0008305;GO:0009897;GO:0009897
ITGA2	GO:0005634;GO:0005634;GO:0005886;GO:0005886;GO:0005925;GO:0005925;GO:0009986;GO:0009986;GO:0043679;GO:0043679;GO:0045178;GO:0045178;GO:0048471;GO:0048471;GO:0034666;GO:0034666;GO:0008305;GO:0008305;GO:0009897;GO:0009897
ITGA2B	GO:0005886;GO:0005886;GO:0005886;GO:0005925;GO:0005925;GO:0005925;GO:0009986;GO:0009986;GO:0009986;GO:0031092;GO:0031092;GO:0031092;GO:0070062;GO:0070062;GO:0070062;GO:0072562;GO:0072562;GO:0072562;GO:0009897;GO:0009897;GO:0009897;GO:0008305;GO:0008305;GO:0008305
ITGA3	GO:0005886;GO:0005886;GO:0005925;GO:0005925;GO:0009986;GO:0009986;GO:0016323;GO:0016323;GO:0031527;GO:0031527;GO:0031594;GO:0031594;GO:0045211;GO:0045211;GO:0048471;GO:0048471;GO:0048787;GO:0048787;GO:0070062;GO:0070062;GO:0071944;GO:0071944;GO:0098978;GO:0098978;GO:1990812;GO:1990812;GO:0034667;GO:0034667;GO:0043235;GO:0043235;GO:0060076;GO:0060076;GO:0097060;GO:0097060;GO:0009897;GO:0009897;GO:0008305;GO:0008305
ITGA4	GO:0005886;GO:0005886;GO:0005925;GO:0005925;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0030426;GO:0030426;GO:0043025;GO:0043025;GO:0070062;GO:0070062;GO:0034668;GO:0034668;GO:0034669;GO:0034669;GO:0009897;GO:0009897;GO:0008305;GO:0008305
ITGA5	GO:0005911;GO:0005911;GO:0005925;GO:0005925;GO:0032587;GO:0032587;GO:0001726;GO:0001726;GO:0005783;GO:0005783;GO:0005794;GO:0005794;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0031410;GO:0031410;GO:0034674;GO:0034674;GO:0045211;GO:0045211;GO:0098978;GO:0098978;GO:0071062;GO:0071062;GO:0008305;GO:0008305;GO:0009897;GO:0009897
ITGA6	GO:0005886;GO:0005925;GO:0009986;GO:0009897;GO:0008305
ITGA7	GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0009897;GO:0009897;GO:0008305;GO:0008305
ITGA8	GO:0005783;GO:0005886;GO:0005925;GO:0009986;GO:0032591;GO:0043204;GO:0045177;GO:0098839;GO:0098978;GO:0008305;GO:0034678;GO:0009897
ITGA9	GO:0005886;GO:0009925;GO:0008305;GO:0009897
ITGAD	GO:0005886;GO:0009986;GO:0008305;GO:0009897
ITGAE	GO:0005886;GO:0009897;GO:0008305
ITGAL	GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0035579;GO:0035579;GO:0070062;GO:0070062;GO:0008305;GO:0008305;GO:0034687;GO:0034687;GO:0009897;GO:0009897
ITGAM	GO:0005615;GO:0005615;GO:0005615;GO:0005886;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0009897;GO:0009986;GO:0009986;GO:0009986;GO:0035579;GO:0035579;GO:0035579;GO:0044853;GO:0044853;GO:0044853;GO:0070062;GO:0070062;GO:0070062;GO:0070821;GO:0070821;GO:0070821;GO:0034688;GO:0034688;GO:0034688;GO:0008305;GO:0008305;GO:0008305
ITGAV	GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005925;GO:0005925;GO:0005925;GO:0005925;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0031258;GO:0031258;GO:0031258;GO:0031258;GO:0031527;GO:0031527;GO:0031527;GO:0031527;GO:0031528;GO:0031528;GO:0031528;GO:0031528;GO:0032587;GO:0032587;GO:0032587;GO:0032587;GO:0034686;GO:0034686;GO:0034686;GO:0034686;GO:0035579;GO:0035579;GO:0035579;GO:0035579;GO:0045335;GO:0045335;GO:0045335;GO:0045335;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0008305;GO:0008305;GO:0008305;GO:0008305;GO:0034683;GO:0034683;GO:0034683;GO:0034683;GO:0034684;GO:0034684;GO:0034684;GO:0034684;GO:0034685;GO:0034685;GO:0034685;GO:0034685;GO:0035866;GO:0035866;GO:0035866;GO:0035866;GO:0035867;GO:0035867;GO:0035867;GO:0035867;GO:0035868;GO:0035868;GO:0035868;GO:0035868;GO:0009897;GO:0009897;GO:0009897;GO:0009897
ITGAX	GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0030667;GO:0030667;GO:0070821;GO:0070821;GO:0101003;GO:0101003;GO:0034689;GO:0034689;GO:0008305;GO:0008305;GO:0009897;GO:0009897
ITGB1	GO:0005925;GO:0005925;GO:0005925;GO:0005925;GO:0032587;GO:0032587;GO:0032587;GO:0032587;GO:0001726;GO:0001726;GO:0001726;GO:0001726;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0009897;GO:0009897;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0010008;GO:0010008;GO:0010008;GO:0010008;GO:0014704;GO:0014704;GO:0014704;GO:0014704;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0030027;GO:0030027;GO:0030027;GO:0030027;GO:0030175;GO:0030175;GO:0030175;GO:0030175;GO:0031594;GO:0031594;GO:0031594;GO:0031594;GO:0032154;GO:0032154;GO:0032154;GO:0032154;GO:0034674;GO:0034674;GO:0034674;GO:0034674;GO:0035748;GO:0035748;GO:0035748;GO:0035748;GO:0042383;GO:0042383;GO:0042383;GO:0042383;GO:0042470;GO:0042470;GO:0042470;GO:0042470;GO:0043197;GO:0043197;GO:0043197;GO:0043197;GO:0045121;GO:0045121;GO:0045121;GO:0045121;GO:0055037;GO:0055037;GO:0055037;GO:0055037;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0097060;GO:0097060;GO:0097060;GO:0097060;GO:0097386;GO:0097386;GO:0097386;GO:0097386;GO:0098685;GO:0098685;GO:0098685;GO:0098685;GO:0150053;GO:0150053;GO:0150053;GO:0150053;GO:0034665;GO:0034665;GO:0034665;GO:0034665;GO:0034666;GO:0034666;GO:0034666;GO:0034666;GO:0034667;GO:0034667;GO:0034667;GO:0034667;GO:0034668;GO:0034668;GO:0034668;GO:0034668;GO:0034677;GO:0034677;GO:0034677;GO:0034677;GO:0034678;GO:0034678;GO:0034678;GO:0034678;GO:0034680;GO:0034680;GO:0034680;GO:0034680;GO:0034681;GO:0034681;GO:0034681;GO:0034681;GO:0043235;GO:0043235;GO:0043235;GO:0043235;GO:0048471;GO:0048471;GO:0048471;GO:0048471;GO:0008305;GO:0008305;GO:0008305;GO:0008305
ITGB1BP1	GO:0005925;GO:0005925;GO:0001726;GO:0001726;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005856;GO:0005856;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0016604;GO:0016604;GO:0030027;GO:0030027;GO:0034451;GO:0034451;GO:0048471;GO:0048471;GO:0071944;GO:0071944
ITGB1BP2	GO:0030018;GO:0030018
ITGB2	GO:0005886;GO:0005886;GO:0005886;GO:0009897;GO:0009897;GO:0009897;GO:0009986;GO:0009986;GO:0009986;GO:0016020;GO:0016020;GO:0016020;GO:0035579;GO:0035579;GO:0035579;GO:0044853;GO:0044853;GO:0044853;GO:0070062;GO:0070062;GO:0070062;GO:0070821;GO:0070821;GO:0070821;GO:0101003;GO:0101003;GO:0101003;GO:1903561;GO:1903561;GO:1903561;GO:0008305;GO:0008305;GO:0008305;GO:0034687;GO:0034687;GO:0034687;GO:0034688;GO:0034688;GO:0034688;GO:0034689;GO:0034689;GO:0034689;GO:0043235;GO:0043235;GO:0043235;GO:0005925;GO:0005925;GO:0005925
ITGB3	GO:0098978;GO:0098978;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005886;GO:0005886;GO:0005911;GO:0005911;GO:0005925;GO:0005925;GO:0009897;GO:0009897;GO:0009986;GO:0009986;GO:0016324;GO:0016324;GO:0031092;GO:0031092;GO:0031258;GO:0031258;GO:0031527;GO:0031527;GO:0031528;GO:0031528;GO:0032587;GO:0032587;GO:0042470;GO:0042470;GO:0045202;GO:0045202;GO:0045211;GO:0045211;GO:0070062;GO:0070062;GO:0098690;GO:0098690;GO:0008305;GO:0008305;GO:0032991;GO:0032991;GO:0034683;GO:0034683;GO:0035866;GO:0035866;GO:0035867;GO:0035867;GO:0035868;GO:0035868;GO:0043235;GO:0043235;GO:0071062;GO:0071062;GO:0071133;GO:0071133
ITGB3BP	GO:0000776;GO:0000776;GO:0000776;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0016020
ITGB4	GO:0005604;GO:0005730;GO:0005886;GO:0009925;GO:0009986;GO:0030054;GO:0030056;GO:0031252;GO:0031965;GO:0070062;GO:0008305;GO:0043235;GO:0005925
ITGB5	GO:0005886;GO:0005925;GO:0009986;GO:0045335;GO:0070062;GO:0034684;GO:0043235;GO:0008305
ITGB6	GO:0005654;GO:0005813;GO:0005886;GO:0005925;GO:0009897;GO:0030054;GO:0008305;GO:0034685;GO:0043235;GO:0009986
ITGB7	GO:0005886;GO:0009986;GO:0016020;GO:0070062;GO:0008305;GO:0034669;GO:0043235;GO:0005925
ITGB8	GO:0005886;GO:0009986;GO:0034686;GO:0070062;GO:0008305;GO:0005925
ITGBL1	GO:0005576;GO:0005576;GO:0005576;GO:0005886;GO:0005886;GO:0005886;GO:0008305;GO:0008305;GO:0008305;GO:0009986;GO:0009986;GO:0009986;GO:0005925;GO:0005925;GO:0005925
ITIH1	GO:0005576;GO:0005576;GO:0070062;GO:0070062;GO:0072562;GO:0072562;GO:0062023;GO:0062023
ITIH2	GO:0062023;GO:0062023;GO:0005576;GO:0005576;GO:0005788;GO:0005788;GO:0070062;GO:0070062;GO:0072562;GO:0072562
ITIH3	GO:0005576;GO:0031089;GO:0070062
ITIH4	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0031089;GO:0031089;GO:0031089;GO:0031089;GO:0031089;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0070062;GO:0072562;GO:0072562;GO:0072562;GO:0072562;GO:0072562;GO:0062023;GO:0062023;GO:0062023;GO:0062023;GO:0062023
ITIH5	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0062023;GO:0062023;GO:0062023;GO:0062023
ITIH6	GO:0005576;GO:0005576;GO:0005576
